,광역시도,시군구,20-39세,20-39세,20-39세,65세이상,65세이상,65세이상,인구수,인구수,인구수,소멸비율,소멸위기지역
구분,,,계,남자,여자,계,남자,여자,계,남자,여자,,
207,충남, 당진시,37981.0,21107.0,16874.0,27802.0,12320.0,15482.0,156610.0,81970.0,74640.0,1.2138695057909503,False
208,충남, 보령시,17433.0,9513.0,7920.0,23385.0,9981.0,13404.0,93070.0,46468.0,46602.0,0.6773572803078897,True
209,충남, 부여군,9004.0,4875.0,4129.0,20327.0,8693.0,11634.0,60848.0,29958.0,30890.0,0.4062576868204851,True
210,충남, 서산시,37824.0,20539.0,17285.0,29258.0,12817.0,16441.0,163658.0,83783.0,79875.0,1.1815571809419645,False
211,충남, 서천군,6788.0,3771.0,3017.0,17125.0,7210.0,9915.0,48065.0,23558.0,24507.0,0.35235036496350364,True
212,충남, 아산시,82081.0,42949.0,39132.0,37285.0,15927.0,21358.0,298717.0,152655.0,146062.0,2.099074694917527,False
213,충남, 예산군,12312.0,6690.0,5622.0,22163.0,9585.0,12578.0,73032.0,36332.0,36700.0,0.5073320398862969,True
214,충남, 천안시,128840.66666666667,65860.0,62980.666666666664,42070.0,18390.666666666668,23679.333333333332,417768.6666666667,210210.0,207558.66666666666,2.9940892163853894,False
215,충남, 청양군,4356.0,2427.0,1929.0,10023.0,4365.0,5658.0,28735.0,14435.0,14300.0,0.3849146961987429,True
216,충남, 태안군,9463.0,5341.0,4122.0,17252.0,7663.0,9589.0,57081.0,28668.0,28413.0,0.4778576396939485,True
217,충남, 홍성군,19959.0,10303.0,9656.0,21525.0,9143.0,12382.0,94962.0,46923.0,48039.0,0.8971893147502904,True
218,충북, 괴산군,5135.0,2976.0,2159.0,11428.0,5023.0,6405.0,34160.0,17360.0,16800.0,0.37784389219460973,True
219,충북, 단양군,3842.0,2096.0,1746.0,7955.0,3481.0,4474.0,26478.0,13293.0,13185.0,0.43896920175989945,True
220,충북, 보은군,4288.0,2339.0,1949.0,10025.0,4255.0,5770.0,29945.0,14864.0,15081.0,0.3888279301745636,True
221,충북, 영동군,7450.0,4056.0,3394.0,13433.0,5701.0,7732.0,44563.0,22177.0,22386.0,0.5053227127224,True
222,충북, 옥천군,7557.0,4027.0,3530.0,13177.0,5705.0,7472.0,46182.0,22957.0,23225.0,0.5357820444714275,True
223,충북, 음성군,18696.0,10207.0,8489.0,16864.0,7459.0,9405.0,85751.0,44540.0,41211.0,1.006759962049336,False
224,충북, 제천시,26688.0,14204.0,12484.0,26116.0,11618.0,14498.0,126666.0,63363.0,63303.0,0.9560422729361311,True
225,충북, 증평군,9059.0,4972.0,4087.0,5720.0,2460.0,3260.0,35464.0,18166.0,17298.0,1.4290209790209791,False
226,충북, 진천군,18978.0,10355.0,8623.0,12143.0,5177.0,6966.0,76197.0,39378.0,36819.0,1.4202421147986495,False
227,충북, 청주시,90443.2,47213.6,43229.6,40118.8,17367.2,22751.6,321009.6,160360.8,160648.8,2.155079414140004,False
228,충북, 충주시,47183.0,25700.0,21483.0,37574.0,16091.0,21483.0,201057.0,101311.0,99746.0,1.1435034864533986,False
